regex,matcher,regex_length,regex_complexity,input_file,input_file_size (bytes),execution_time (ms),file_type
\b[NSEW]\b,-F,10,5.0,46.txt,90545,2.340078353881836,text
\b[NSEW]\b,-F,10,5.0,10.txt,1022010,3.0110677083333335,text
\b[NSEW]\b,-F,10,5.0,47.txt,18109,2.815802892049154,text
\b[NSEW]\b,-F,10,5.0,32.txt,997680,5.108435948689778,text
\b[NSEW]\b,-F,10,5.0,15.txt,2064090,6.696621576944987,text
\b[NSEW]\b,-F,10,5.0,12.txt,16512720,21.836598714192707,text
\b[NSEW]\b,-F,10,5.0,59.txt,12572,4.253466924031575,text
\b[NSEW]\b,-F,10,5.0,33.txt,498840,3.948211669921875,text
\b[NSEW]\b,-F,10,5.0,30.txt,3990720,5.738973617553711,text
\b[NSEW]\b,-F,10,5.0,18.txt,13598640,14.832655588785807,text
\b[NSEW]\b,-F,10,5.0,20.txt,3399660,6.96102778116862,text
\b[NSEW]\b,-F,10,5.0,38.txt,709080,4.841009775797526,text
\b[NSEW]\b,-F,10,5.0,25.txt,3492180,6.295363108317058,text
\b[NSEW]\b,-F,10,5.0,3.txt,6045810,6.103277206420898,text
\b[NSEW]\b,-F,10,5.0,0.txt,48366480,36.461591720581055,text
\b[NSEW]\b,-F,10,5.0,41.txt,23636,4.192034403483073,text
\b[NSEW]\b,-F,10,5.0,9.txt,3066030,7.007996241251628,text
\b[NSEW]\b,-F,10,5.0,53.txt,14885,2.957026163736979,text
\b[NSEW]\b,-F,10,5.0,50.txt,446550,4.705111185709636,text
\b[NSEW]\b,-F,10,5.0,11.txt,204402,3.7910938262939453,text
\b[NSEW]\b,-F,10,5.0,19.txt,6799320,8.17259152730306,text
\b[NSEW]\b,-F,10,5.0,21.txt,1699830,3.0563672383626304,text
\b[NSEW]\b,-F,10,5.0,51.txt,223275,2.9096603393554688,text
\b[NSEW]\b,-F,10,5.0,35.txt,33256,4.285891850789388,text
\b[NSEW]\b,-F,10,5.0,17.txt,137606,3.9606094360351562,text
\b[NSEW]\b,-F,10,5.0,49.txt,893100,3.7168661753336587,text
\b[NSEW]\b,-F,10,5.0,24.txt,6984360,7.452249526977539,text
\b[NSEW]\b,-F,10,5.0,23.txt,113322,4.483143488566081,text
\b[NSEW]\b,-F,10,5.0,14.txt,4128180,6.80851936340332,text
\b[NSEW]\b,-F,10,5.0,31.txt,1995360,4.206498463948567,text
\b[NSEW]\b,-F,10,5.0,57.txt,188580,2.3032824198404946,text
\b[NSEW]\b,-F,10,5.0,7.txt,12264120,9.647051493326822,text
\b[NSEW]\b,-F,10,5.0,52.txt,74425,3.5968621571858725,text
\b[NSEW]\b,-F,10,5.0,40.txt,118180,4.486083984375,text
\b[NSEW]\b,-F,10,5.0,4.txt,2015270,6.863196690877278,text
\b[NSEW]\b,-F,10,5.0,8.txt,6132060,12.153546015421549,text
\b[NSEW]\b,-F,10,5.0,56.txt,377160,4.924774169921875,text
\b[NSEW]\b,-F,10,5.0,39.txt,354540,4.492441813151042,text
\b[NSEW]\b,-F,10,5.0,6.txt,24528240,26.392618815104168,text
\b[NSEW]\b,-F,10,5.0,44.txt,543270,2.357641855875651,text
\b[NSEW]\b,-F,10,5.0,29.txt,58203,1.8850167592366536,text
\b[NSEW]\b,-F,10,5.0,37.txt,1418160,5.208253860473633,text
\b[NSEW]\b,-F,10,5.0,16.txt,688030,4.772027333577474,text
\b[NSEW]\b,-F,10,5.0,13.txt,8256360,11.519352595011393,text
\b[NSEW]\b,-F,10,5.0,28.txt,291015,2.866665522257487,text
\b[NSEW]\b,-F,10,5.0,54.txt,1508640,3.3173561096191406,text
\b[NSEW]\b,-F,10,5.0,43.txt,1086540,3.5581588745117188,text
\b[NSEW]\b,-F,10,5.0,2.txt,12091620,8.421579996744791,text
\b[NSEW]\b,-F,10,5.0,36.txt,2836320,3.321965535481771,text
\b[NSEW]\b,-F,10,5.0,26.txt,1746090,2.858877182006836,text
\b[NSEW]\b,-F,10,5.0,5.txt,403054,2.200524012247721,text
\b[NSEW]\b,-F,10,5.0,34.txt,166280,1.9036928812662761,text
\b[NSEW]\b,-F,10,5.0,1.txt,24183240,14.82828458150228,text
\b[NSEW]\b,-G,10,5.0,27.txt,873045,10.773420333862305,text
\b[NSEW]\b,-G,10,5.0,45.txt,271635,9.381850560506185,text
\b[NSEW]\b,-G,10,5.0,22.txt,566610,10.820945103963217,text
\b[NSEW]\b,-G,10,5.0,48.txt,1786200,24.76199467976888,text
\b[NSEW]\b,-G,10,5.0,58.txt,62860,5.6730906168619795,text
\b[NSEW]\b,-G,10,5.0,42.txt,2173080,30.579010645548504,text
\b[NSEW]\b,-G,10,5.0,55.txt,754320,17.807404200236004,text
\b[NSEW]\b,-G,10,5.0,46.txt,90545,6.383577982584636,text
\b[NSEW]\b,-G,10,5.0,10.txt,1022010,19.686222076416016,text
\b[NSEW]\b,-G,10,5.0,47.txt,18109,4.9601395924886065,text
\b[NSEW]\b,-G,10,5.0,32.txt,997680,21.338462829589844,text
\b[NSEW]\b,-G,10,5.0,15.txt,2064090,34.499406814575195,text
\b[NSEW]\b,-G,10,5.0,12.txt,16512720,137.1609369913737,text
\b[NSEW]\b,-G,10,5.0,59.txt,12572,3.974278767903646,text
\b[NSEW]\b,-G,10,5.0,33.txt,498840,13.062636057535807,text
\b[NSEW]\b,-G,10,5.0,30.txt,3990720,43.51043701171875,text
\b[NSEW]\b,-G,10,5.0,18.txt,13598640,65.77579180399577,text
\b[NSEW]\b,-G,10,5.0,20.txt,3399660,29.232263565063477,text
\b[NSEW]\b,-G,10,5.0,38.txt,709080,11.493523915608725,text
\b[NSEW]\b,-G,10,5.0,25.txt,3492180,31.275033950805664,text
\b[NSEW]\b,-G,10,5.0,3.txt,6045810,50.125519434611,text
\b[NSEW]\b,-G,10,5.0,0.txt,48366480,250.00913937886557,text
\b[NSEW]\b,-G,10,5.0,41.txt,23636,4.792054494222005,text
\b[NSEW]\b,-G,10,5.0,9.txt,3066030,33.740599950154625,text
\b[NSEW]\b,-G,10,5.0,53.txt,14885,4.900058110555013,text
\b[NSEW]\b,-G,10,5.0,50.txt,446550,11.016209920247396,text
\b[NSEW]\b,-G,10,5.0,11.txt,204402,7.715463638305664,text
\b[NSEW]\b,-G,10,5.0,19.txt,6799320,40.195862452189125,text
\b[NSEW]\b,-G,10,5.0,21.txt,1699830,18.454472223917644,text
\b[NSEW]\b,-G,10,5.0,51.txt,223275,7.9851945241292315,text
\b[NSEW]\b,-G,10,5.0,35.txt,33256,5.332628885904948,text
\b[NSEW]\b,-G,10,5.0,17.txt,137606,7.943153381347656,text
\b[NSEW]\b,-G,10,5.0,49.txt,893100,16.27834637959798,text
\b[NSEW]\b,-G,10,5.0,24.txt,6984360,43.86552174886068,text
\b[NSEW]\b,-G,10,5.0,23.txt,113322,5.962928136189778,text
\b[NSEW]\b,-G,10,5.0,14.txt,4128180,49.949089686075844,text
\b[NSEW]\b,-G,10,5.0,31.txt,1995360,31.362613042195637,text
\b[NSEW]\b,-G,10,5.0,57.txt,188580,7.160425186157227,text
\b[NSEW]\b,-G,10,5.0,7.txt,12264120,78.33226521809895,text
\b[NSEW]\b,-G,10,5.0,52.txt,74425,5.839109420776367,text
\b[NSEW]\b,-G,10,5.0,40.txt,118180,5.575736363728841,text
\b[NSEW]\b,-G,10,5.0,4.txt,2015270,27.35137939453125,text
\b[NSEW]\b,-G,10,5.0,8.txt,6132060,49.23121134440104,text
\b[NSEW]\b,-G,10,5.0,56.txt,377160,11.211077372233072,text
\b[NSEW]\b,-G,10,5.0,39.txt,354540,8.1480344136556,text
\b[NSEW]\b,-G,10,5.0,6.txt,24528240,135.5257829030355,text
\b[NSEW]\b,-G,10,5.0,44.txt,543270,13.98936907450358,text
\b[NSEW]\b,-G,10,5.0,29.txt,58203,5.128065745035808,text
\b[NSEW]\b,-G,10,5.0,37.txt,1418160,17.425537109375,text
\b[NSEW]\b,-G,10,5.0,16.txt,688030,19.03049151102702,text
\b[NSEW]\b,-G,10,5.0,13.txt,8256360,78.7812868754069,text
\b[NSEW]\b,-G,10,5.0,28.txt,291015,7.74375597635905,text
\b[NSEW]\b,-G,10,5.0,54.txt,1508640,24.498701095581055,text
\b[NSEW]\b,-G,10,5.0,43.txt,1086540,21.83643976847331,text
\b[NSEW]\b,-G,10,5.0,2.txt,12091620,78.55749130249023,text
\b[NSEW]\b,-G,10,5.0,36.txt,2836320,25.300343831380207,text
\b[NSEW]\b,-G,10,5.0,26.txt,1746090,19.84548568725586,text
\b[NSEW]\b,-G,10,5.0,5.txt,403054,10.866006215413412,text
\b[NSEW]\b,-G,10,5.0,34.txt,166280,7.918039957682292,text
\b[NSEW]\b,-G,10,5.0,1.txt,24183240,135.58379809061685,text
\b[NSEW]\b,-P,10,5.0,27.txt,873045,13.309478759765625,text
\b[NSEW]\b,-P,10,5.0,45.txt,271635,8.435567220052084,text
\b[NSEW]\b,-P,10,5.0,22.txt,566610,10.552565256754557,text
\b[NSEW]\b,-P,10,5.0,48.txt,1786200,23.910681406656902,text
\b[NSEW]\b,-P,10,5.0,58.txt,62860,5.188306172688802,text
\b[NSEW]\b,-P,10,5.0,42.txt,2173080,25.91737111409505,text
\b[NSEW]\b,-P,10,5.0,55.txt,754320,15.99415143330892,text
\b[NSEW]\b,-P,10,5.0,46.txt,90545,6.225824356079102,text
\b[NSEW]\b,-P,10,5.0,10.txt,1022010,14.723698298136393,text
\b[NSEW]\b,-P,10,5.0,47.txt,18109,4.753271738688151,text
\b[NSEW]\b,-P,10,5.0,32.txt,997680,16.44023259480794,text
\b[NSEW]\b,-P,10,5.0,15.txt,2064090,24.045467376708984,text
\b[NSEW]\b,-P,10,5.0,12.txt,16512720,79.35436566670735,text
\b[NSEW]\b,-P,10,5.0,59.txt,12572,2.9489994049072266,text
\b[NSEW]\b,-P,10,5.0,33.txt,498840,10.653416315714518,text
\b[NSEW]\b,-P,10,5.0,30.txt,3990720,34.09242630004883,text
\b[NSEW]\b,-P,10,5.0,18.txt,13598640,62.93646494547526,text
\b[NSEW]\b,-P,10,5.0,20.txt,3399660,27.775684992472332,text
\b[NSEW]\b,-P,10,5.0,38.txt,709080,13.238271077473959,text
\b[NSEW]\b,-P,10,5.0,25.txt,3492180,29.13943926493327,text
\b[NSEW]\b,-P,10,5.0,3.txt,6045810,39.716243743896484,text
\b[NSEW]\b,-P,10,5.0,0.txt,48366480,177.40392684936523,text
\b[NSEW]\b,-P,10,5.0,41.txt,23636,4.477580388387044,text
\b[NSEW]\b,-P,10,5.0,9.txt,3066030,28.097867965698242,text
\b[NSEW]\b,-P,10,5.0,53.txt,14885,4.712263743082683,text
\b[NSEW]\b,-P,10,5.0,50.txt,446550,10.836203893025717,text
\b[NSEW]\b,-P,10,5.0,11.txt,204402,6.743987401326497,text
\b[NSEW]\b,-P,10,5.0,19.txt,6799320,42.8315798441569,text
\b[NSEW]\b,-P,10,5.0,21.txt,1699830,19.355297088623047,text
\b[NSEW]\b,-P,10,5.0,51.txt,223275,7.875521977742513,text
\b[NSEW]\b,-P,10,5.0,35.txt,33256,5.1726500193278,text
\b[NSEW]\b,-P,10,5.0,17.txt,137606,6.501197814941406,text
\b[NSEW]\b,-P,10,5.0,49.txt,893100,15.819072723388672,text
\b[NSEW]\b,-P,10,5.0,24.txt,6984360,42.94673601786295,text
\b[NSEW]\b,-P,10,5.0,23.txt,113322,5.776643753051758,text
\b[NSEW]\b,-P,10,5.0,14.txt,4128180,35.14909744262695,text
\b[NSEW]\b,-P,10,5.0,31.txt,1995360,23.435115814208984,text
\b[NSEW]\b,-P,10,5.0,57.txt,188580,7.61564572652181,text
\b[NSEW]\b,-P,10,5.0,7.txt,12264120,59.53661600748698,text
\b[NSEW]\b,-P,10,5.0,52.txt,74425,5.50532341003418,text
\b[NSEW]\b,-P,10,5.0,40.txt,118180,6.044626235961914,text
\b[NSEW]\b,-P,10,5.0,4.txt,2015270,21.316925684611004,text
\b[NSEW]\b,-P,10,5.0,8.txt,6132060,40.6045118967692,text
\b[NSEW]\b,-P,10,5.0,56.txt,377160,10.712941487630209,text
\b[NSEW]\b,-P,10,5.0,39.txt,354540,9.22536849975586,text
\b[NSEW]\b,-P,10,5.0,6.txt,24528240,101.22513771057129,text
\b[NSEW]\b,-P,10,5.0,44.txt,543270,11.900186538696289,text
\b[NSEW]\b,-P,10,5.0,29.txt,58203,5.072752634684245,text
\b[NSEW]\b,-P,10,5.0,37.txt,1418160,20.11426289876302,text
\b[NSEW]\b,-P,10,5.0,16.txt,688030,11.336565017700195,text
\b[NSEW]\b,-P,10,5.0,13.txt,8256360,51.21747652689616,text
\b[NSEW]\b,-P,10,5.0,28.txt,291015,7.233540217081706,text
\b[NSEW]\b,-P,10,5.0,54.txt,1508640,21.852731704711914,text
\b[NSEW]\b,-P,10,5.0,43.txt,1086540,16.626675923665363,text
\b[NSEW]\b,-P,10,5.0,2.txt,12091620,61.794439951578774,text
\b[NSEW]\b,-P,10,5.0,36.txt,2836320,29.76711591084798,text
\b[NSEW]\b,-P,10,5.0,26.txt,1746090,20.1114018758138,text
\b[NSEW]\b,-P,10,5.0,5.txt,403054,8.876800537109375,text
\b[NSEW]\b,-P,10,5.0,34.txt,166280,6.75511360168457,text
\b[NSEW]\b,-P,10,5.0,1.txt,24183240,101.72144571940105,text
\b[NSEW]\b,-x,10,5.0,27.txt,873045,5.583286285400391,text
\b[NSEW]\b,-x,10,5.0,45.txt,271635,4.979689915974935,text
\b[NSEW]\b,-x,10,5.0,22.txt,566610,3.9829413096110025,text
\b[NSEW]\b,-x,10,5.0,48.txt,1786200,5.13005256652832,text
\b[NSEW]\b,-x,10,5.0,58.txt,62860,2.084811528523763,text
\b[NSEW]\b,-x,10,5.0,42.txt,2173080,5.8898131052653,text
\b[NSEW]\b,-x,10,5.0,55.txt,754320,5.523522694905599,text
\b[NSEW]\b,-x,10,5.0,46.txt,90545,2.953052520751953,text
\b[NSEW]\b,-x,10,5.0,10.txt,1022010,3.310044606526693,text
\b[NSEW]\b,-x,10,5.0,47.txt,18109,4.250446955362956,text
\b[NSEW]\b,-x,10,5.0,32.txt,997680,5.137125651041667,text
\b[NSEW]\b,-x,10,5.0,15.txt,2064090,4.62190310160319,text
\b[NSEW]\b,-x,10,5.0,12.txt,16512720,11.100292205810547,text
\b[NSEW]\b,-x,10,5.0,59.txt,12572,3.0692418416341147,text
\b[NSEW]\b,-x,10,5.0,33.txt,498840,3.8868586222330728,text
\b[NSEW]\b,-x,10,5.0,30.txt,3990720,6.186962127685547,text
\b[NSEW]\b,-x,10,5.0,18.txt,13598640,11.766274770100912,text
\b[NSEW]\b,-x,10,5.0,20.txt,3399660,4.623015721638997,text
\b[NSEW]\b,-x,10,5.0,38.txt,709080,5.5993398030598955,text
\b[NSEW]\b,-x,10,5.0,25.txt,3492180,9.743293126424154,text
\b[NSEW]\b,-x,10,5.0,3.txt,6045810,10.750770568847656,text
\b[NSEW]\b,-x,10,5.0,0.txt,48366480,44.7078545888265,text
\b[NSEW]\b,-x,10,5.0,41.txt,23636,3.002325693766276,text
\b[NSEW]\b,-x,10,5.0,9.txt,3066030,7.605314254760742,text
\b[NSEW]\b,-x,10,5.0,53.txt,14885,3.552595774332682,text
\b[NSEW]\b,-x,10,5.0,50.txt,446550,5.330244700113933,text
\b[NSEW]\b,-x,10,5.0,11.txt,204402,5.006233851114909,text
\b[NSEW]\b,-x,10,5.0,19.txt,6799320,12.289206186930338,text
\b[NSEW]\b,-x,10,5.0,21.txt,1699830,6.905714670817058,text
\b[NSEW]\b,-x,10,5.0,51.txt,223275,5.037466684977214,text
\b[NSEW]\b,-x,10,5.0,35.txt,33256,4.769802093505859,text
\b[NSEW]\b,-x,10,5.0,17.txt,137606,4.315694173177083,text
\b[NSEW]\b,-x,10,5.0,49.txt,893100,4.711389541625977,text
\b[NSEW]\b,-x,10,5.0,24.txt,6984360,13.71304194132487,text
\b[NSEW]\b,-x,10,5.0,23.txt,113322,4.6625932057698565,text
\b[NSEW]\b,-x,10,5.0,14.txt,4128180,10.189215342203775,text
\b[NSEW]\b,-x,10,5.0,31.txt,1995360,7.9193909962972,text
\b[NSEW]\b,-x,10,5.0,57.txt,188580,4.150708516438802,text
\b[NSEW]\b,-x,10,5.0,7.txt,12264120,13.705730438232422,text
\b[NSEW]\b,-x,10,5.0,52.txt,74425,2.3717880249023438,text
\b[NSEW]\b,-x,10,5.0,40.txt,118180,4.516283671061198,text
\b[NSEW]\b,-x,10,5.0,4.txt,2015270,5.361715952555339,text
\b[NSEW]\b,-x,10,5.0,8.txt,6132060,6.558020909627278,text
\b[NSEW]\b,-x,10,5.0,56.txt,377160,2.2017955780029297,text
\b[NSEW]\b,-x,10,5.0,39.txt,354540,2.022345860799154,text
\b[NSEW]\b,-x,10,5.0,6.txt,24528240,14.2976442972819,text
\b[NSEW]\b,-x,10,5.0,44.txt,543270,4.703521728515625,text
\b[NSEW]\b,-x,10,5.0,29.txt,58203,4.44793701171875,text
\b[NSEW]\b,-x,10,5.0,37.txt,1418160,6.87400499979655,text
\b[NSEW]\b,-x,10,5.0,16.txt,688030,5.160331726074219,text
\b[NSEW]\b,-x,10,5.0,13.txt,8256360,11.551221211751303,text
\b[NSEW]\b,-x,10,5.0,28.txt,291015,2.4886131286621094,text
\b[NSEW]\b,-x,10,5.0,54.txt,1508640,3.993988037109375,text
\b[NSEW]\b,-x,10,5.0,43.txt,1086540,4.457553227742513,text
\b[NSEW]\b,-x,10,5.0,2.txt,12091620,17.734448115030926,text
\b[NSEW]\b,-x,10,5.0,36.txt,2836320,8.369207382202148,text
\b[NSEW]\b,-x,10,5.0,26.txt,1746090,4.939079284667969,text
\b[NSEW]\b,-x,10,5.0,5.txt,403054,2.703110376993815,text
\b[NSEW]\b,-x,10,5.0,34.txt,166280,2.301931381225586,text
\b[NSEW]\b,-x,10,5.0,1.txt,24183240,17.90316899617513,text
_[[:alnum:]],-E,12,5.2,27.txt,873045,5.375226338704427,text
_[[:alnum:]],-E,12,5.2,45.txt,271635,5.059480667114258,text
_[[:alnum:]],-E,12,5.2,22.txt,566610,4.679361979166667,text
_[[:alnum:]],-E,12,5.2,48.txt,1786200,9.219169616699219,text
_[[:alnum:]],-E,12,5.2,58.txt,62860,4.543860753377278,text
_[[:alnum:]],-E,12,5.2,42.txt,2173080,7.833401362101237,text
_[[:alnum:]],-E,12,5.2,55.txt,754320,6.481726964314778,text
_[[:alnum:]],-E,12,5.2,46.txt,90545,4.8847198486328125,text
_[[:alnum:]],-E,12,5.2,10.txt,1022010,5.457003911336263,text
_[[:alnum:]],-E,12,5.2,47.txt,18109,4.630645116170247,text
_[[:alnum:]],-E,12,5.2,32.txt,997680,5.912542343139648,text
_[[:alnum:]],-E,12,5.2,15.txt,2064090,7.131020228068034,text
_[[:alnum:]],-E,12,5.2,12.txt,16512720,21.857261657714844,text
_[[:alnum:]],-E,12,5.2,59.txt,12572,4.672447840372722,text
_[[:alnum:]],-E,12,5.2,33.txt,498840,5.132595698038737,text
_[[:alnum:]],-E,12,5.2,30.txt,3990720,9.812275568644205,text
_[[:alnum:]],-E,12,5.2,18.txt,13598640,14.283974965413412,text
_[[:alnum:]],-E,12,5.2,20.txt,3399660,7.087389628092448,text
_[[:alnum:]],-E,12,5.2,38.txt,709080,5.61213493347168,text
_[[:alnum:]],-E,12,5.2,25.txt,3492180,7.577339808146159,text
_[[:alnum:]],-E,12,5.2,3.txt,6045810,8.151610692342123,text
_[[:alnum:]],-E,12,5.2,0.txt,48366480,28.983116149902344,text
_[[:alnum:]],-E,12,5.2,41.txt,23636,4.0887196858723955,text
_[[:alnum:]],-E,12,5.2,9.txt,3066030,7.209221522013347,text
_[[:alnum:]],-E,12,5.2,53.txt,14885,4.644076029459636,text
_[[:alnum:]],-E,12,5.2,50.txt,446550,5.948861440022786,text
_[[:alnum:]],-E,12,5.2,11.txt,204402,4.868030548095703,text
_[[:alnum:]],-E,12,5.2,19.txt,6799320,9.867270787556967,text
_[[:alnum:]],-E,12,5.2,21.txt,1699830,6.048917770385742,text
_[[:alnum:]],-E,12,5.2,51.txt,223275,5.475282669067383,text
_[[:alnum:]],-E,12,5.2,35.txt,33256,4.657506942749023,text
_[[:alnum:]],-E,12,5.2,17.txt,137606,4.8135121663411455,text
_[[:alnum:]],-E,12,5.2,49.txt,893100,7.145007451375325,text
_[[:alnum:]],-E,12,5.2,24.txt,6984360,11.391003926595053,text
_[[:alnum:]],-E,12,5.2,23.txt,113322,4.88591194152832,text
_[[:alnum:]],-E,12,5.2,14.txt,4128180,9.770472844441732,text
_[[:alnum:]],-E,12,5.2,31.txt,1995360,7.107337315877278,text
_[[:alnum:]],-E,12,5.2,57.txt,188580,5.1012833913167315,text
_[[:alnum:]],-E,12,5.2,7.txt,12264120,13.379653294881185,text
_[[:alnum:]],-E,12,5.2,52.txt,74425,4.9105485280354815,text
_[[:alnum:]],-E,12,5.2,40.txt,118180,4.847367604573567,text
_[[:alnum:]],-E,12,5.2,4.txt,2015270,5.690415700276692,text
_[[:alnum:]],-E,12,5.2,8.txt,6132060,9.38741366068522,text
_[[:alnum:]],-E,12,5.2,56.txt,377160,5.680322647094727,text
_[[:alnum:]],-E,12,5.2,39.txt,354540,5.173603693644206,text
_[[:alnum:]],-E,12,5.2,6.txt,24528240,21.61566416422526,text
_[[:alnum:]],-E,12,5.2,44.txt,543270,4.97746467590332,text
_[[:alnum:]],-E,12,5.2,29.txt,58203,4.7148863474528,text
_[[:alnum:]],-E,12,5.2,37.txt,1418160,6.817976633707683,text
_[[:alnum:]],-E,12,5.2,16.txt,688030,5.380868911743164,text
_[[:alnum:]],-E,12,5.2,13.txt,8256360,14.565706253051758,text
_[[:alnum:]],-E,12,5.2,28.txt,291015,4.984219868977864,text
_[[:alnum:]],-E,12,5.2,54.txt,1508640,8.402347564697266,text
_[[:alnum:]],-E,12,5.2,43.txt,1086540,6.359179814656575,text
_[[:alnum:]],-E,12,5.2,2.txt,12091620,11.507431666056315,text
_[[:alnum:]],-E,12,5.2,36.txt,2836320,8.910258611043295,text
_[[:alnum:]],-E,12,5.2,26.txt,1746090,6.379445393880208,text
_[[:alnum:]],-E,12,5.2,5.txt,403054,4.890282948811849,text
_[[:alnum:]],-E,12,5.2,34.txt,166280,4.7613779703776045,text
_[[:alnum:]],-E,12,5.2,1.txt,24183240,17.97024408976237,text
_[[:alnum:]],-F,12,5.2,27.txt,873045,5.166927973429362,text
_[[:alnum:]],-F,12,5.2,45.txt,271635,4.523674647013347,text
_[[:alnum:]],-F,12,5.2,22.txt,566610,3.8987000783284507,text
_[[:alnum:]],-F,12,5.2,48.txt,1786200,4.5956770579020185,text
_[[:alnum:]],-F,12,5.2,58.txt,62860,4.508654276529948,text
_[[:alnum:]],-F,12,5.2,42.txt,2173080,4.432201385498047,text
_[[:alnum:]],-F,12,5.2,55.txt,754320,3.7998358408610025,text
_[[:alnum:]],-F,12,5.2,46.txt,90545,4.304567972819011,text
_[[:alnum:]],-F,12,5.2,10.txt,1022010,4.645983378092448,text
_[[:alnum:]],-F,12,5.2,47.txt,18109,4.31362787882487,text
_[[:alnum:]],-F,12,5.2,32.txt,997680,4.246950149536133,text
_[[:alnum:]],-F,12,5.2,15.txt,2064090,3.7256081899007163,text
_[[:alnum:]],-F,12,5.2,12.txt,16512720,6.730556488037109,text
_[[:alnum:]],-F,12,5.2,59.txt,12572,4.23431396484375,text
_[[:alnum:]],-F,12,5.2,33.txt,498840,3.8711229960123696,text
_[[:alnum:]],-F,12,5.2,30.txt,3990720,4.173835118611653,text
_[[:alnum:]],-F,12,5.2,18.txt,13598640,8.947451909383139,text
_[[:alnum:]],-F,12,5.2,20.txt,3399660,4.067182540893555,text
_[[:alnum:]],-F,12,5.2,38.txt,709080,2.8787453969319663,text
_[[:alnum:]],-F,12,5.2,25.txt,3492180,3.114779790242513,text
_[[:alnum:]],-F,12,5.2,3.txt,6045810,6.61007563273112,text
_[[:alnum:]],-F,12,5.2,0.txt,48366480,17.78856913248698,text
_[[:alnum:]],-F,12,5.2,41.txt,23636,3.3103624979654946,text
_[[:alnum:]],-F,12,5.2,9.txt,3066030,4.720290501912435,text
_[[:alnum:]],-F,12,5.2,53.txt,14885,4.114707310994466,text
_[[:alnum:]],-F,12,5.2,50.txt,446550,4.3439070383707685,text
_[[:alnum:]],-F,12,5.2,11.txt,204402,4.543701807657878,text
_[[:alnum:]],-F,12,5.2,19.txt,6799320,6.3241322835286455,text
_[[:alnum:]],-F,12,5.2,21.txt,1699830,3.8736661275227866,text
_[[:alnum:]],-F,12,5.2,51.txt,223275,3.0686060587565103,text
_[[:alnum:]],-F,12,5.2,35.txt,33256,4.618008931477864,text
_[[:alnum:]],-F,12,5.2,17.txt,137606,3.792365392049154,text
_[[:alnum:]],-F,12,5.2,49.txt,893100,4.083156585693359,text
_[[:alnum:]],-F,12,5.2,24.txt,6984360,5.695501963297526,text
_[[:alnum:]],-F,12,5.2,23.txt,113322,4.668951034545898,text
_[[:alnum:]],-F,12,5.2,14.txt,4128180,5.489746729532878,text
_[[:alnum:]],-F,12,5.2,31.txt,1995360,3.858645757039388,text
_[[:alnum:]],-F,12,5.2,57.txt,188580,4.600683848063151,text
_[[:alnum:]],-F,12,5.2,7.txt,12264120,8.45940907796224,text
_[[:alnum:]],-F,12,5.2,52.txt,74425,2.922693888346354,text
_[[:alnum:]],-F,12,5.2,40.txt,118180,2.7681191762288413,text
_[[:alnum:]],-F,12,5.2,4.txt,2015270,3.0259291330973306,text
_[[:alnum:]],-F,12,5.2,8.txt,6132060,5.967378616333008,text
_[[:alnum:]],-F,12,5.2,56.txt,377160,4.173437754313151,text
_[[:alnum:]],-F,12,5.2,39.txt,354540,4.558801651000977,text
_[[:alnum:]],-F,12,5.2,6.txt,24528240,10.857741038004557,text
_[[:alnum:]],-F,12,5.2,44.txt,543270,2.5783379872639975,text
_[[:alnum:]],-F,12,5.2,29.txt,58203,2.726475397745768,text
_[[:alnum:]],-F,12,5.2,37.txt,1418160,4.553000132242839,text
_[[:alnum:]],-F,12,5.2,16.txt,688030,3.607670466105143,text
_[[:alnum:]],-F,12,5.2,13.txt,8256360,4.829804102579753,text
_[[:alnum:]],-F,12,5.2,28.txt,291015,2.219120661417643,text
_[[:alnum:]],-F,12,5.2,54.txt,1508640,2.562363942464193,text
_[[:alnum:]],-F,12,5.2,43.txt,1086540,2.4328231811523438,text
_[[:alnum:]],-F,12,5.2,2.txt,12091620,4.0730635325113935,text
_[[:alnum:]],-F,12,5.2,36.txt,2836320,2.2973219553629556,text
_[[:alnum:]],-F,12,5.2,26.txt,1746090,1.909812291463216,text
_[[:alnum:]],-F,12,5.2,5.txt,403054,2.674579620361328,text
_[[:alnum:]],-F,12,5.2,34.txt,166280,4.2489369710286455,text
_[[:alnum:]],-F,12,5.2,1.txt,24183240,9.243249893188477,text
_[[:alnum:]],-G,12,5.2,27.txt,873045,4.417975743611653,text
_[[:alnum:]],-G,12,5.2,45.txt,271635,5.095481872558594,text
_[[:alnum:]],-G,12,5.2,22.txt,566610,4.874308904012044,text
_[[:alnum:]],-G,12,5.2,48.txt,1786200,9.556770324707031,text
_[[:alnum:]],-G,12,5.2,58.txt,62860,4.669984181722005,text
_[[:alnum:]],-G,12,5.2,42.txt,2173080,7.9394181569417315,text
_[[:alnum:]],-G,12,5.2,55.txt,754320,6.549596786499023,text
_[[:alnum:]],-G,12,5.2,46.txt,90545,4.735151926676433,text
_[[:alnum:]],-G,12,5.2,10.txt,1022010,5.382935206095378,text
_[[:alnum:]],-G,12,5.2,47.txt,18109,4.6850840250651045,text
_[[:alnum:]],-G,12,5.2,32.txt,997680,5.837837855021159,text
